1010600	buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film
1010603	buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film [Suboxone]
1010604	buprenorphine 8 MG / naloxone 2 MG Sublingual Film
1010606	buprenorphine 8 MG / naloxone 2 MG Sublingual Film [Suboxone]
1014599	acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet
1014615	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet
1014632	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet
1037259	acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet
1042693	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
1044427	acetaminophen 20 MG/ML / hydrocodone bitartrate 0.667 MG/ML Oral Solution
1049214	acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet
1049216	acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet [Endocet]
1049221	acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet
1049223	acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet [Endocet]
1049225	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Oral Tablet
1049227	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Endocet]
1049233	acetaminophen 500 MG / oxycodone hydrochloride 7.5 MG Oral Tablet
1049251	acetaminophen 400 MG / oxycodone hydrochloride 10 MG Oral Tablet
1049260	acetaminophen 400 MG / oxycodone hydrochloride 5 MG Oral Tablet
1049267	acetaminophen 400 MG / oxycodone hydrochloride 7.5 MG Oral Tablet
1049270	acetaminophen 650 MG / oxycodone hydrochloride 10 MG Oral Tablet
1049502	12 HR oxycodone hydrochloride 10 MG Extended Release Oral Tablet
1049504	Abuse-Deterrent 12 HR oxycodone hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin]
1049543	12 HR oxycodone hydrochloride 15 MG Extended Release Oral Tablet
1049545	Abuse-Deterrent 12 HR oxycodone hydrochloride 15 MG Extended Release Oral Tablet [Oxycontin]
1049563	12 HR oxycodone hydrochloride 20 MG Extended Release Oral Tablet
1049565	Abuse-Deterrent 12 HR oxycodone hydrochloride 20 MG Extended Release Oral Tablet [Oxycontin]
1049574	12 HR oxycodone hydrochloride 30 MG Extended Release Oral Tablet
1049576	Abuse-Deterrent 12 HR oxycodone hydrochloride 30 MG Extended Release Oral Tablet [Oxycontin]
1049580	acetaminophen 65 MG/ML / oxycodone hydrochloride 1 MG/ML Oral Solution
1049584	12 HR oxycodone hydrochloride 40 MG Extended Release Oral Tablet
1049586	Abuse-Deterrent 12 HR oxycodone hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin]
1049589	ibuprofen 400 MG / oxycodone hydrochloride 5 MG Oral Tablet
1049593	12 HR oxycodone hydrochloride 60 MG Extended Release Oral Tablet
1049595	Abuse-Deterrent 12 HR oxycodone hydrochloride 60 MG Extended Release Oral Tablet [Oxycontin]
1049599	12 HR oxycodone hydrochloride 80 MG Extended Release Oral Tablet
1049601	Abuse-Deterrent 12 HR oxycodone hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin]
1049604	oxycodone hydrochloride 1 MG/ML Oral Solution
1049611	oxycodone hydrochloride 15 MG Oral Tablet
1049613	oxycodone hydrochloride 15 MG Oral Tablet [Roxicodone]
1049615	oxycodone hydrochloride 20 MG/ML Oral Solution
1049618	oxycodone hydrochloride 30 MG Oral Tablet
1049620	oxycodone hydrochloride 30 MG Oral Tablet [Roxicodone]
1049621	oxycodone hydrochloride 5 MG Oral Tablet
1049623	oxycodone hydrochloride 5 MG Oral Tablet [Roxicodone]
1049625	acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet [Percocet]
1049635	acetaminophen 325 MG / oxycodone hydrochloride 2.5 MG Oral Tablet
1049637	acetaminophen 325 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Percocet]
